uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,carteira,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
27,1,masculino,52,2,7,1.0,superior,2.0,2.0,4.0,,,,,,,,,,,,,,
24,2,feminino,1,4,4,,,,,,,,,,,,,,,,,,,
12,4,feminino,38,4,1,2.0,fundamental_inc,1.0,,,,1.0,atend_bar,5132.0,5.0,1.0,2.0,2.0,56011.0,6.0,2.0,4.0,800.0,800.0
33,2,masculino,82,1,2,2.0,medio_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
52,4,feminino,67,1,2,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
15,1,feminino,26,4,3,2.0,medio_inc,1.0,,,,1.0,recep_geral,4226.0,4.0,1.0,2.0,2.0,49030.0,5.0,1.0,3.0,1000.0,1000.0
51,4,feminino,8,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
25,1,masculino,17,2,6,1.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
22,3,feminino,22,4,5,1.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
26,2,masculino,15,4,4,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
23,4,masculino,57,4,2,2.0,sem_instrucao,2.0,2.0,6.0,,,,,,,,,,,,,,
13,2,feminino,43,4,3,2.0,fundamental_inc,1.0,,,,1.0,vend_amb_alimento,5212.0,5.0,5.0,9.0,,56020.0,6.0,2.0,3.0,300.0,300.0
13,1,masculino,37,4,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_fund,2341.0,2.0,3.0,7.0,,85012.0,9.0,1.0,3.0,2400.0,2400.0
50,4,feminino,7,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,4,masculino,69,1,2,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
35,4,feminino,68,3,1,2.0,superior,2.0,2.0,5.0,,,,,,,,,,,,,,
33,4,masculino,14,1,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
35,1,feminino,40,9,3,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,750.0,750.0
50,1,masculino,2,1,3,,,,,,,,,,,,,,,,,,,
43,4,masculino,31,1,3,2.0,medio,1.0,,,,1.0,comerciante_loja,5221.0,5.0,4.0,8.0,,48076.0,4.0,1.0,5.0,880.0,880.0
35,2,masculino,33,4,2,2.0,superior,1.0,,,,1.0,analista_sistema,2511.0,2.0,1.0,1.0,1.0,62000.0,7.0,1.0,3.0,8000.0,8000.0
22,1,feminino,49,4,2,2.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
26,1,masculino,34,4,3,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,48073.0,4.0,2.0,4.0,1000.0,1000.0
31,1,masculino,59,2,2,2.0,fundamental_inc,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,56011.0,6.0,2.0,4.0,800.0,800.0
31,4,feminino,68,1,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
35,4,masculino,41,1,3,2.0,fundamental,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,49040.0,5.0,1.0,3.0,1500.0,2000.0
51,1,masculino,36,2,3,2.0,medio,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,1.0,80000.0,7.0,1.0,3.0,1800.0,1800.0
13,4,masculino,12,5,9,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
27,4,masculino,14,1,4,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
53,1,feminino,31,1,6,2.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,masculino,70,1,5,2.0,sem_instrucao,1.0,,,,1.0,criador_gado,6121.0,6.0,6.0,10.0,,1201.0,1.0,2.0,1.0,,
35,1,masculino,33,1,4,2.0,medio,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,1.0,2.0,2.0,48030.0,4.0,1.0,5.0,2600.0,2600.0
27,1,feminino,37,4,4,2.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,,
23,1,feminino,25,1,4,1.0,superior,1.0,1.0,,,2.0,,,,,,,,,,,,
42,4,masculino,11,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
53,1,masculino,16,4,3,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
33,2,masculino,17,4,6,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
41,4,masculino,51,1,4,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
51,1,feminino,28,1,2,2.0,superior,1.0,,,,1.0,tec_lab_med,3212.0,3.0,1.0,1.0,1.0,86001.0,9.0,1.0,3.0,1400.0,1400.0
23,4,masculino,63,4,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
22,4,feminino,42,1,3,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
52,4,masculino,10,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
12,4,feminino,71,4,1,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
21,4,feminino,34,4,4,2.0,fundamental_inc,1.0,,,,1.0,pescador,6225.0,6.0,5.0,9.0,,3001.0,1.0,1.0,2.0,300.0,200.0
33,2,masculino,17,4,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
21,3,masculino,35,2,3,2.0,fundamental_inc,1.0,,,,1.0,carregador,9333.0,9.0,5.0,9.0,,52010.0,5.0,2.0,2.0,750.0,800.0
29,1,feminino,36,4,5,2.0,superior,2.0,2.0,1.0,,,,,,,,,,,,,,
14,1,feminino,12,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
52,4,masculino,15,2,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
13,1,masculino,61,4,2,2.0,sem_instrucao,2.0,2.0,5.0,,,,,,,,,,,,,,
33,4,masculino,12,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
21,4,feminino,30,2,4,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
32,2,feminino,1,1,3,,,,,,,,,,,,,,,,,,,
32,2,masculino,30,1,4,2.0,superior,1.0,,,,1.0,agen_seguro,3321.0,3.0,1.0,1.0,1.0,66002.0,7.0,1.0,3.0,2000.0,2000.0
25,4,feminino,41,1,4,2.0,medio_inc,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,3.0,6.0,2.0,85012.0,9.0,2.0,2.0,400.0,400.0
52,4,masculino,7,4,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
21,4,feminino,17,1,10,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
35,4,masculino,43,1,4,1.0,superior,1.0,,,,1.0,dirig_financ,1211.0,1.0,1.0,1.0,1.0,20090.0,2.0,1.0,5.0,5000.0,5000.0
11,4,masculino,12,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,4,feminino,31,4,7,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
50,4,masculino,19,1,5,2.0,medio,1.0,,,,1.0,cabeleireiro,5141.0,5.0,5.0,9.0,,96020.0,10.0,2.0,4.0,1000.0,1000.0
35,1,feminino,35,1,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
35,4,feminino,23,1,4,2.0,medio,1.0,,,,1.0,outros_trab_inf_cliente,4229.0,4.0,1.0,1.0,1.0,86001.0,9.0,1.0,3.0,1800.0,1800.0
50,4,masculino,59,4,4,2.0,medio,1.0,,,1.0,1.0,ajud_prof,5312.0,5.0,3.0,7.0,,85012.0,9.0,1.0,3.0,1500.0,1500.0
22,4,masculino,74,4,9,2.0,sem_instrucao,2.0,2.0,6.0,,,,,,,,,,,,,,
41,4,masculino,74,1,2,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
35,2,masculino,15,4,5,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
28,4,feminino,40,1,6,2.0,fundamental_inc,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,6.0,10.0,,1201.0,1.0,2.0,2.0,,
52,3,masculino,80,2,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
24,4,masculino,10,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,2,masculino,19,4,4,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
41,1,masculino,27,1,4,2.0,medio,1.0,,,,1.0,classif_residuo,9612.0,9.0,5.0,9.0,,38000.0,2.0,2.0,3.0,200.0,200.0
11,4,masculino,9,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
24,4,masculino,35,1,4,2.0,fundamental,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,1.0,10091.0,2.0,1.0,3.0,937.0,937.0
43,4,feminino,27,1,3,2.0,superior,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,10010.0,2.0,1.0,3.0,2200.0,2200.0
12,4,feminino,8,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
26,2,masculino,65,1,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
21,4,feminino,51,4,3,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
53,1,masculino,25,4,4,1.0,superior_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
22,1,feminino,35,4,4,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
17,4,feminino,26,4,2,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
11,4,masculino,28,4,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
33,1,feminino,93,2,2,2.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,,
43,4,masculino,2,4,4,,,,,,,,,,,,,,,,,,,
23,4,masculino,53,1,6,2.0,fundamental_inc,1.0,,,2.0,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,3.0,5.0,1.0,86002.0,9.0,1.0,3.0,937.0,937.0
21,1,masculino,40,4,5,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
21,4,masculino,18,4,2,1.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
25,4,masculino,8,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
52,1,feminino,1,4,5,,,,,,,,,,,,,,,,,,,
53,1,feminino,56,1,2,2.0,medio,1.0,,,1.0,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,3.0,7.0,,85012.0,9.0,1.0,3.0,5000.0,5000.0
33,1,feminino,46,1,2,2.0,sem_instrucao,1.0,,,1.0,1.0,superv_secret,3341.0,3.0,3.0,7.0,,84013.0,8.0,1.0,3.0,4000.0,4000.0
22,4,feminino,88,4,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
28,4,feminino,38,4,3,2.0,medio_inc,1.0,,,,1.0,ocup_element_outras,9629.0,9.0,1.0,1.0,1.0,48080.0,4.0,1.0,3.0,937.0,937.0
15,4,feminino,35,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
15,4,feminino,6,3,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
33,1,feminino,49,1,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
42,2,feminino,46,1,3,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
21,1,feminino,11,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
33,1,feminino,22,1,5,2.0,fundamental,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,2.0,2.0,48030.0,4.0,2.0,3.0,600.0,600.0
31,4,feminino,87,1,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
15,1,masculino,62,4,3,2.0,medio,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,2.0,2.0,80000.0,7.0,2.0,2.0,1100.0,1100.0
29,4,feminino,10,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
43,1,masculino,13,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
12,4,feminino,30,4,4,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
12,1,masculino,4,4,6,,,,,,,,,,,,,,,,,,,
43,4,feminino,31,1,3,2.0,fundamental_inc,1.0,,,,1.0,vendambulante,9520.0,9.0,1.0,2.0,2.0,48100.0,4.0,2.0,2.0,950.0,500.0
42,4,masculino,3,1,6,,,,,,,,,,,,,,,,,,,
27,4,masculino,8,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
28,4,masculino,77,4,2,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,5.0,9.0,,1106.0,1.0,2.0,4.0,400.0,400.0
41,4,masculino,5,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
15,1,masculino,16,4,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
42,4,masculino,0,1,6,,,,,,,,,,,,,,,,,,,
52,1,masculino,51,4,2,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,,
23,4,feminino,43,1,10,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
42,4,feminino,49,1,2,2.0,superior,1.0,,,1.0,1.0,outros_profis_direito,2619.0,2.0,3.0,7.0,,84015.0,8.0,1.0,2.0,16000.0,16000.0
12,1,masculino,33,4,8,2.0,medio,1.0,,,,1.0,vendambulante,9520.0,9.0,1.0,2.0,2.0,48100.0,4.0,2.0,4.0,937.0,937.0
21,4,feminino,22,4,3,2.0,superior_inc,1.0,,,,1.0,trab_contr_abastec_estoq,4321.0,4.0,1.0,1.0,1.0,48080.0,4.0,1.0,5.0,937.0,937.0
29,4,feminino,13,4,2,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
28,4,masculino,32,4,3,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
29,4,masculino,26,4,4,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1117.0,1.0,2.0,3.0,800.0,800.0
21,4,masculino,11,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
23,2,feminino,82,1,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
16,1,masculino,47,4,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,,85013.0,9.0,1.0,5.0,5000.0,11000.0
23,1,masculino,8,1,9,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,4,masculino,78,1,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
50,4,feminino,61,1,3,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
29,1,masculino,11,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
27,4,masculino,35,1,4,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,1105.0,1.0,1.0,2.0,937.0,937.0
33,1,masculino,20,4,5,1.0,superior_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
33,2,feminino,65,1,5,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,masculino,66,1,3,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1106.0,1.0,2.0,4.0,250.0,250.0
26,4,masculino,27,4,6,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1109.0,1.0,2.0,2.0,50.0,50.0
41,1,feminino,32,1,4,2.0,superior,1.0,,,2.0,1.0,profis_nivmedio_direito,3411.0,3.0,3.0,6.0,2.0,84016.0,8.0,1.0,1.0,1000.0,1000.0
52,4,feminino,65,4,1,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
26,4,masculino,54,4,3,2.0,medio_inc,1.0,,,,1.0,locutor_radio_tv,2656.0,2.0,1.0,2.0,2.0,60001.0,7.0,2.0,5.0,800.0,800.0
27,4,masculino,45,4,4,2.0,fundamental_inc,1.0,,,,1.0,agricultor_horta_viv_jardim,6112.0,6.0,5.0,9.0,,1110.0,1.0,2.0,2.0,200.0,200.0
35,4,masculino,54,1,2,2.0,medio,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,,49040.0,5.0,1.0,3.0,2200.0,2200.0
35,4,masculino,25,1,3,2.0,superior,1.0,,,,1.0,instrutor_ed_fisica,3423.0,3.0,1.0,1.0,1.0,93011.0,10.0,1.0,3.0,2200.0,2400.0
51,4,feminino,21,4,3,2.0,superior,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,2.0,2.0,85012.0,9.0,1.0,2.0,2000.0,2000.0
25,4,masculino,6,1,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
31,4,feminino,27,4,3,2.0,fundamental,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,2.0,2.0,22020.0,2.0,2.0,2.0,1000.0,1000.0
32,4,masculino,25,4,5,2.0,medio,1.0,,,,1.0,comerciante_loja,5221.0,5.0,4.0,8.0,,48030.0,4.0,2.0,5.0,1500.0,1500.0
31,1,masculino,45,2,3,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,22020.0,2.0,1.0,3.0,1500.0,1500.0
25,1,masculino,37,4,6,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
21,4,masculino,20,4,3,2.0,sem_instrucao,1.0,,,,1.0,carregador,9333.0,9.0,1.0,2.0,2.0,2000.0,1.0,2.0,2.0,300.0,300.0
26,4,masculino,13,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,4,feminino,27,1,4,2.0,medio,1.0,,,,1.0,represent_comercial,3322.0,3.0,1.0,1.0,1.0,25001.0,2.0,1.0,3.0,1800.0,1800.0
16,2,feminino,49,4,5,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
50,4,feminino,51,1,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
31,1,masculino,17,4,5,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
33,1,feminino,41,1,2,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
51,4,masculino,31,1,3,1.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,masculino,37,1,3,2.0,medio,2.0,2.0,3.0,,,,,,,,,,,,,,
27,1,feminino,28,1,3,2.0,superior,1.0,,,,1.0,instrutor_ed_fisica,3423.0,3.0,1.0,1.0,1.0,93012.0,10.0,1.0,2.0,1000.0,1000.0
35,4,masculino,51,1,1,2.0,fundamental_inc,1.0,,,,1.0,agricultor_horta_viv_jardim,6112.0,6.0,1.0,2.0,2.0,1110.0,1.0,1.0,3.0,1000.0,1000.0
52,1,feminino,88,1,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
31,4,masculino,13,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
26,1,feminino,75,1,2,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
29,4,feminino,28,4,3,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
12,1,masculino,11,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
22,4,masculino,6,1,3,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
42,2,feminino,27,4,2,1.0,superior,1.0,,,,1.0,prof_artes,2355.0,2.0,4.0,8.0,,85029.0,9.0,1.0,3.0,620.0,2500.0
35,4,feminino,26,1,5,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
51,2,masculino,74,4,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,feminino,23,4,3,1.0,superior_inc,1.0,,,,1.0,prof_ensino_fund,2341.0,2.0,3.0,6.0,2.0,85012.0,9.0,1.0,2.0,1000.0,1000.0
26,4,masculino,22,1,7,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
13,1,masculino,28,4,3,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48073.0,4.0,1.0,3.0,1200.0,1200.0
27,4,feminino,65,1,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
26,4,masculino,34,4,1,2.0,fundamental_inc,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,5.0,9.0,,49030.0,5.0,2.0,2.0,500.0,500.0
42,4,feminino,7,1,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
43,4,feminino,59,1,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
33,4,masculino,68,1,3,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
50,4,feminino,7,4,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
25,4,feminino,63,4,2,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
23,4,feminino,14,4,7,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
23,4,feminino,54,1,3,2.0,superior_inc,1.0,,,1.0,1.0,trab_comunit_saude,3253.0,3.0,3.0,7.0,,86002.0,9.0,1.0,3.0,1414.0,1414.0
26,4,masculino,37,4,4,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
28,1,masculino,29,1,2,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
35,4,feminino,27,2,3,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,3.0,1.0,97000.0,11.0,1.0,3.0,937.0,937.0
35,4,masculino,71,1,3,2.0,sem_instrucao,1.0,,,,1.0,agricultor_horta_viv_jardim,6112.0,6.0,5.0,9.0,,48100.0,4.0,2.0,2.0,100.0,50.0
32,2,masculino,36,4,5,2.0,medio,1.0,,,,1.0,carpinteiro,7115.0,7.0,5.0,9.0,,16002.0,2.0,2.0,3.0,2500.0,2500.0
53,1,feminino,76,1,1,2.0,sem_instrucao,2.0,2.0,3.0,,,,,,,,,,,,,,
15,4,masculino,17,4,8,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,1.0,2.0,2.0,1108.0,1.0,2.0,3.0,1200.0,1200.0
43,4,feminino,75,4,2,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
14,4,masculino,8,5,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
43,2,masculino,35,1,2,2.0,medio,1.0,,,,1.0,cond_carro_taxi_caminhonete,8322.0,8.0,1.0,2.0,2.0,49030.0,5.0,2.0,3.0,1500.0,1500.0
29,4,masculino,19,4,3,1.0,fundamental,1.0,,,,1.0,cond_motocicleta,8321.0,8.0,5.0,9.0,,49030.0,5.0,2.0,2.0,2000.0,2000.0
32,4,feminino,32,4,3,2.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
33,1,masculino,43,1,1,2.0,fundamental,1.0,,,,1.0,garcom,5131.0,5.0,1.0,1.0,1.0,56011.0,6.0,1.0,5.0,1200.0,1200.0
27,4,feminino,63,3,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
42,1,masculino,41,1,3,2.0,superior,1.0,,,1.0,1.0,eng_minas_metalurgia,2146.0,2.0,3.0,7.0,,6000.0,2.0,1.0,3.0,17000.0,19000.0
16,4,masculino,40,4,5,2.0,medio_inc,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,1.0,80000.0,7.0,1.0,3.0,1000.0,1000.0
21,4,masculino,39,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,1.0,1.0,1105.0,1.0,1.0,4.0,1200.0,1500.0
21,4,masculino,18,1,4,2.0,medio,1.0,,,,1.0,mecanico,7231.0,7.0,1.0,2.0,2.0,45020.0,4.0,2.0,4.0,400.0,400.0
31,4,feminino,35,3,4,2.0,fundamental_inc,1.0,,,,1.0,cuid_crianca,5311.0,5.0,6.0,10.0,,49030.0,5.0,2.0,2.0,,240.0
31,4,feminino,58,1,5,2.0,medio,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,,48030.0,4.0,2.0,2.0,1000.0,300.0
42,4,masculino,45,1,7,2.0,medio,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1109.0,1.0,2.0,5.0,1500.0,1500.0
28,1,feminino,60,4,3,2.0,medio,2.0,2.0,5.0,,,,,,,,,,,,,,
31,2,feminino,39,4,4,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,1.0,1.0,400.0,400.0
43,1,masculino,67,1,1,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
35,4,masculino,51,1,3,2.0,fundamental_inc,1.0,,,,1.0,chap_caldeireiro,7213.0,7.0,5.0,9.0,,45020.0,4.0,1.0,3.0,1600.0,1600.0
23,2,feminino,0,1,3,,,,,,,,,,,,,,,,,,,
31,1,feminino,8,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
12,1,feminino,17,4,3,1.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
11,1,feminino,7,1,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
53,1,feminino,35,4,6,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
52,4,masculino,16,1,4,2.0,medio,1.0,,,,1.0,ocup_element_outras,9629.0,9.0,1.0,2.0,2.0,48080.0,4.0,2.0,2.0,450.0,450.0
23,1,masculino,26,4,7,2.0,fundamental,1.0,,,,1.0,pintor_empap,7131.0,7.0,5.0,9.0,,43000.0,3.0,1.0,5.0,937.0,1187.0
35,4,masculino,29,4,3,2.0,fundamental,1.0,,,,1.0,pedreiros,7112.0,7.0,1.0,2.0,2.0,41000.0,3.0,2.0,3.0,2500.0,2500.0
28,4,masculino,69,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
43,4,feminino,30,4,5,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
35,2,feminino,63,1,5,2.0,sem_instrucao,2.0,2.0,5.0,,,,,,,,,,,,,,
25,4,masculino,11,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
53,1,feminino,48,4,4,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,,85013.0,9.0,1.0,3.0,8000.0,8000.0
52,2,feminino,39,1,3,2.0,fundamental_inc,1.0,,,,1.0,superv_secret,3341.0,3.0,1.0,1.0,1.0,81011.0,7.0,1.0,3.0,1600.0,1600.0
41,1,masculino,65,1,2,2.0,superior,1.0,,,,1.0,med_especialista,2212.0,2.0,5.0,9.0,,86001.0,9.0,1.0,1.0,4000.0,4000.0
21,4,feminino,35,4,5,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
32,2,masculino,0,4,5,,,,,,,,,,,,,,,,,,,
26,2,masculino,18,4,5,1.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
